wavenumber,e,d,f,g,h,i,j,l,m,n,a,c,b,o
3540.004,0.04198,0.8293,0.1294,0.7158,0.4819,0.1649,0.04113,-0.008878,-0.003514,0.0169,1.005,0.3341,1.043,-0.008737
3540.969,0.04151,0.8294,0.1296,0.7164,0.4825,0.1647,0.04099,-0.009033,-0.00357,0.01688,1.005,0.3342,1.043,-0.008956
3541.933,0.04087,0.8291,0.1295,0.7169,0.4826,0.1644,0.04076,-0.009254,-0.003688,0.01675,1.006,0.334,1.043,-0.009236
3542.897,0.04023,0.8289,0.1293,0.7172,0.4823,0.164,0.04049,-0.009475,-0.003804,0.01656,1.006,0.3334,1.043,-0.009504
3543.861,0.03976,0.829,0.1288,0.7173,0.4817,0.1636,0.04027,-0.00962,-0.003854,0.01637,1.006,0.3326,1.044,-0.009693
3544.825,0.0396,0.8294,0.1284,0.7173,0.481,0.1634,0.04019,-0.009635,-0.003805,0.01625,1.006,0.3319,1.044,-0.009759
3545.79,0.03975,0.8299,0.128,0.7172,0.4805,0.1634,0.04028,-0.009524,-0.003686,0.01625,1.005,0.3315,1.045,-0.009705
3546.754,0.04011,0.8302,0.1279,0.7171,0.4804,0.1637,0.04049,-0.009346,-0.003565,0.01632,1.005,0.3315,1.045,-0.009575
3547.718,0.04054,0.8303,0.128,0.7171,0.4806,0.1641,0.04071,-0.009186,-0.00351,0.0164,1.006,0.3319,1.045,-0.009435
3548.682,0.04093,0.8302,0.1283,0.717,0.481,0.1644,0.04082,-0.009103,-0.003542,0.01642,1.006,0.3323,1.045,-0.009336
3549.647,0.04125,0.83,0.1285,0.717,0.4812,0.1646,0.04079,-0.009105,-0.003634,0.01639,1.007,0.3325,1.045,-0.0093
3550.611,0.04152,0.8301,0.1286,0.717,0.4813,0.1645,0.04067,-0.00915,-0.003732,0.01632,1.007,0.3324,1.045,-0.009316
3551.575,0.04174,0.8305,0.1287,0.7173,0.4812,0.1643,0.04054,-0.009177,-0.003781,0.01628,1.008,0.332,1.046,-0.009347
3552.539,0.0419,0.8314,0.1287,0.7178,0.481,0.1642,0.04046,-0.009149,-0.003755,0.01629,1.008,0.3317,1.047,-0.00935
3553.504,0.04195,0.8325,0.1288,0.7184,0.481,0.1642,0.04047,-0.009073,-0.003667,0.01638,1.008,0.3316,1.047,-0.009305
3554.468,0.04188,0.8337,0.129,0.7192,0.4813,0.1644,0.04053,-0.009,-0.003555,0.01652,1.008,0.3319,1.048,-0.009222
3555.432,0.04171,0.8346,0.1293,0.7198,0.4817,0.1646,0.0406,-0.008982,-0.003464,0.01668,1.009,0.3324,1.048,-0.009137
3556.396,0.04151,0.835,0.1296,0.7203,0.4823,0.1647,0.04065,-0.009042,-0.003422,0.01681,1.009,0.3328,1.048,-0.009082
3557.361,0.04137,0.8348,0.1297,0.7204,0.4828,0.1647,0.04067,-0.009157,-0.003436,0.01691,1.01,0.3331,1.048,-0.009071
3558.325,0.04131,0.834,0.1297,0.7204,0.4832,0.1646,0.0407,-0.00928,-0.003498,0.01697,1.01,0.333,1.048,-0.009088
3559.289,0.04131,0.8329,0.1296,0.7202,0.4835,0.1645,0.04074,-0.009365,-0.003596,0.01697,1.011,0.333,1.047,-0.009105
3560.253,0.04127,0.8317,0.1296,0.72,0.4839,0.1644,0.04078,-0.009399,-0.003716,0.01688,1.011,0.3331,1.047,-0.009112
3561.217,0.04111,0.8307,0.1296,0.7198,0.4843,0.1644,0.04076,-0.0094,-0.003847,0.01669,1.012,0.3335,1.047,-0.009127
3562.182,0.04078,0.8302,0.1298,0.7197,0.4849,0.1644,0.04064,-0.009398,-0.003969,0.01639,1.012,0.334,1.047,-0.009191
3563.146,0.04033,0.8304,0.1299,0.7196,0.4853,0.1642,0.04043,-0.009408,-0.004053,0.01602,1.011,0.3343,1.047,-0.009335
3564.11,0.0399,0.8314,0.1297,0.7195,0.4853,0.1638,0.04015,-0.009415,-0.004059,0.01566,1.011,0.3339,1.048,-0.009553
3565.074,0.03969,0.8329,0.1291,0.7194,0.4845,0.1634,0.03993,-0.009391,-0.003953,0.01541,1.01,0.3327,1.049,-0.009786
3566.039,0.03984,0.8344,0.1282,0.7194,0.4831,0.163,0.03987,-0.009319,-0.003743,0.01539,1.008,0.3309,1.051,-0.009938
3567.003,0.04034,0.8355,0.1274,0.7197,0.4816,0.1629,0.04002,-0.009219,-0.003504,0.01561,1.007,0.3293,1.052,-0.009935
3567.967,0.04101,0.8361,0.127,0.7204,0.4806,0.1632,0.04031,-0.009141,-0.003343,0.01597,1.007,0.3284,1.053,-0.009786
3568.931,0.04161,0.8364,0.1272,0.7215,0.4807,0.1637,0.0406,-0.00912,-0.003321,0.01631,1.008,0.3287,1.054,-0.009564
3569.896,0.04202,0.8366,0.1278,0.7228,0.4817,0.1643,0.04079,-0.009147,-0.003413,0.01656,1.01,0.3297,1.054,-0.009344
3570.86,0.04225,0.8371,0.1286,0.7241,0.4831,0.1648,0.04086,-0.009189,-0.003541,0.01669,1.011,0.331,1.055,-0.009155
3571.824,0.04234,0.8379,0.1293,0.7251,0.4845,0.165,0.04084,-0.009212,-0.003626,0.01674,1.013,0.3321,1.055,-0.009002
3572.788,0.04233,0.8387,0.1298,0.7257,0.4856,0.1651,0.04078,-0.009206,-0.003625,0.01677,1.014,0.3327,1.055,-0.008895
3573.752,0.04223,0.8393,0.1301,0.726,0.4861,0.165,0.04069,-0.009195,-0.00355,0.0168,1.014,0.3328,1.056,-0.008865
3574.717,0.04203,0.8395,0.1302,0.726,0.4862,0.1649,0.0406,-0.009213,-0.003463,0.0168,1.014,0.3326,1.056,-0.008948
3575.681,0.04175,0.8393,0.1301,0.7261,0.4861,0.1647,0.04048,-0.009288,-0.003441,0.01676,1.014,0.3322,1.055,-0.009143
3576.645,0.04147,0.839,0.13,0.7263,0.4858,0.1645,0.04036,-0.009403,-0.003523,0.01666,1.014,0.3317,1.055,-0.009396
3577.609,0.04127,0.8391,0.1298,0.7267,0.4856,0.1643,0.04025,-0.009505,-0.003685,0.01652,1.014,0.3313,1.055,-0.009605
3578.574,0.04125,0.8397,0.1298,0.7272,0.4855,0.1642,0.04021,-0.009528,-0.003847,0.01639,1.014,0.3312,1.055,-0.009678
3579.538,0.04138,0.8404,0.1298,0.7277,0.4856,0.1643,0.04028,-0.009441,-0.003927,0.01631,1.015,0.3313,1.055,-0.00958
3580.502,0.04159,0.841,0.1301,0.728,0.4861,0.1646,0.04046,-0.009274,-0.003884,0.01632,1.015,0.3318,1.055,-0.009364
3581.466,0.04172,0.841,0.1305,0.728,0.4869,0.1649,0.04066,-0.009111,-0.003747,0.01637,1.014,0.3325,1.055,-0.009137
3582.431,0.04166,0.8403,0.1309,0.7276,0.4877,0.1652,0.0408,-0.009041,-0.003586,0.01641,1.013,0.3334,1.054,-0.009004
3583.395,0.0414,0.8395,0.1312,0.7271,0.4885,0.1652,0.04079,-0.009114,-0.003478,0.01639,1.012,0.3339,1.054,-0.009016
3584.359,0.04104,0.839,0.1311,0.7265,0.4886,0.165,0.04061,-0.009307,-0.00347,0.01631,1.01,0.3337,1.053,-0.009158
3585.323,0.04077,0.8395,0.1306,0.7262,0.488,0.1646,0.04032,-0.009522,-0.003565,0.01621,1.009,0.3327,1.053,-0.009353
3586.288,0.0408,0.8408,0.1297,0.7263,0.4866,0.1641,0.04005,-0.009625,-0.003717,0.01618,1.009,0.3309,1.054,-0.009497
3587.252,0.04117,0.8424,0.1287,0.727,0.4851,0.1639,0.03996,-0.009533,-0.003852,0.0163,1.01,0.3292,1.055,-0.009517
3588.216,0.04169,0.8436,0.1283,0.7281,0.4842,0.164,0.04008,-0.009291,-0.003913,0.01652,1.011,0.3283,1.055,-0.009426
3589.18,0.0421,0.8441,0.1284,0.729,0.4842,0.1644,0.04032,-0.009035,-0.003892,0.01673,1.013,0.3284,1.055,-0.009304
3590.144,0.0422,0.8442,0.1289,0.7295,0.485,0.1649,0.04055,-0.00889,-0.00382,0.01683,1.014,0.3294,1.056,-0.009231
3591.109,0.04201,0.8439,0.1296,0.7296,0.4859,0.1652,0.04065,-0.008892,-0.003731,0.01678,1.015,0.3304,1.056,-0.009235
3592.073,0.04167,0.8437,0.13,0.7294,0.4866,0.1653,0.04061,-0.009002,-0.00365,0.01661,1.015,0.331,1.057,-0.009294
3593.037,0.04136,0.8435,0.13,0.7292,0.4868,0.1651,0.04048,-0.009142,-0.003595,0.01639,1.015,0.331,1.058,-0.009358
3594.001,0.04123,0.8433,0.1298,0.7292,0.4867,0.1648,0.04033,-0.009241,-0.003581,0.01622,1.016,0.3305,1.059,-0.009383
3594.966,0.04131,0.843,0.1295,0.7297,0.4865,0.1645,0.04023,-0.009273,-0.003619,0.01616,1.017,0.3298,1.06,-0.009355
3595.93,0.04149,0.8427,0.1293,0.7304,0.4865,0.1643,0.04019,-0.009262,-0.003713,0.01618,1.018,0.3293,1.061,-0.009305
3596.894,0.04164,0.8424,0.1293,0.7311,0.4868,0.1641,0.04018,-0.009256,-0.003852,0.01623,1.018,0.3292,1.061,-0.009289
3597.858,0.04166,0.8425,0.1293,0.7317,0.4871,0.164,0.04014,-0.009283,-0.004013,0.01624,1.019,0.3291,1.061,-0.009338
3598.823,0.0416,0.843,0.1293,0.7322,0.4873,0.164,0.04006,-0.009327,-0.004159,0.0162,1.019,0.3289,1.062,-0.009439
3599.787,0.04156,0.8439,0.1293,0.7325,0.4873,0.1641,0.03996,-0.009349,-0.004248,0.01614,1.018,0.3286,1.062,-0.009537
3600.751,0.04165,0.8449,0.1293,0.7328,0.4874,0.1643,0.0399,-0.009319,-0.004249,0.0161,1.017,0.3285,1.061,-0.009573
3601.715,0.04186,0.8456,0.1295,0.733,0.4878,0.1646,0.03991,-0.00924,-0.004161,0.01611,1.016,0.3286,1.06,-0.009525
3602.679,0.04212,0.8458,0.1299,0.7332,0.4887,0.165,0.03999,-0.009147,-0.004021,0.01617,1.016,0.3292,1.059,-0.009422
3603.644,0.04229,0.8457,0.1303,0.7331,0.4897,0.1653,0.04009,-0.009079,-0.003883,0.01625,1.016,0.3301,1.058,-0.009324
3604.608,0.04229,0.8455,0.1307,0.7329,0.4905,0.1653,0.04015,-0.009062,-0.003803,0.01631,1.017,0.3309,1.058,-0.009283
3605.572,0.04211,0.8453,0.1307,0.7327,0.4908,0.1651,0.04013,-0.009095,-0.003814,0.01635,1.018,0.3313,1.058,-0.00932
3606.536,0.04182,0.8455,0.1304,0.7328,0.4904,0.1647,0.04003,-0.009157,-0.003907,0.01635,1.02,0.3313,1.059,-0.009416
3607.501,0.04153,0.8459,0.1299,0.7334,0.4895,0.1643,0.03986,-0.009221,-0.00403,0.01634,1.021,0.3308,1.06,-0.009523
3608.465,0.04132,0.8464,0.1295,0.7345,0.4886,0.164,0.03972,-0.009264,-0.004111,0.01631,1.022,0.3301,1.06,-0.009596
3609.429,0.04121,0.8467,0.1292,0.7359,0.488,0.1639,0.03965,-0.009278,-0.004101,0.01628,1.022,0.3293,1.061,-0.009615
3610.393,0.04119,0.8469,0.1292,0.7372,0.4878,0.164,0.03967,-0.009259,-0.004009,0.01625,1.022,0.3287,1.062,-0.00959
3611.358,0.04121,0.8467,0.1293,0.738,0.488,0.1641,0.03978,-0.009213,-0.003891,0.01622,1.021,0.3282,1.062,-0.009538
3612.322,0.04124,0.8463,0.1295,0.7382,0.4884,0.1642,0.0399,-0.009149,-0.003812,0.0162,1.021,0.3279,1.063,-0.009475
3613.286,0.04126,0.8459,0.1297,0.738,0.489,0.1643,0.03999,-0.009093,-0.003813,0.01618,1.021,0.3279,1.064,-0.009415
3614.25,0.04122,0.8454,0.13,0.7374,0.4896,0.1643,0.03999,-0.00908,-0.003894,0.01613,1.021,0.3282,1.064,-0.009378
3615.215,0.04111,0.8453,0.1302,0.7367,0.4901,0.1643,0.0399,-0.009144,-0.004024,0.01603,1.022,0.3285,1.064,-0.009384
3616.179,0.04093,0.8456,0.1303,0.736,0.4904,0.1642,0.03975,-0.009287,-0.004152,0.01588,1.022,0.3286,1.064,-0.009442
3617.143,0.04076,0.8465,0.1301,0.7354,0.4902,0.164,0.0396,-0.009472,-0.004235,0.0157,1.023,0.3283,1.063,-0.009531
3618.107,0.04074,0.8477,0.1295,0.7352,0.4893,0.1638,0.03954,-0.009621,-0.004248,0.01555,1.023,0.3276,1.064,-0.0096
3619.071,0.04096,0.8489,0.1288,0.7354,0.4881,0.1637,0.03961,-0.009658,-0.004194,0.01553,1.023,0.3266,1.064,-0.009595
3620.036,0.04138,0.8496,0.1284,0.736,0.4873,0.1638,0.03979,-0.00957,-0.004108,0.01566,1.024,0.3261,1.065,-0.009509
3621,0.04182,0.8499,0.1284,0.7369,0.4873,0.1643,0.04001,-0.009421,-0.004031,0.01591,1.024,0.3262,1.065,-0.009391
3621.964,0.04209,0.8497,0.1291,0.7378,0.4884,0.1649,0.04019,-0.009303,-0.003992,0.0162,1.025,0.3272,1.065,-0.009316
3622.928,0.0421,0.8494,0.1301,0.7384,0.4902,0.1655,0.04025,-0.009273,-0.003995,0.01643,1.025,0.3286,1.064,-0.00933
3623.893,0.04188,0.8491,0.1313,0.7387,0.4922,0.1659,0.04019,-0.00933,-0.004033,0.01654,1.025,0.3302,1.063,-0.009435
3624.857,0.04152,0.8491,0.1321,0.7387,0.4938,0.1659,0.04,-0.009425,-0.004094,0.0165,1.025,0.3313,1.062,-0.009602
3625.821,0.04116,0.8493,0.1324,0.7385,0.4944,0.1654,0.03972,-0.009487,-0.004162,0.01632,1.025,0.3315,1.062,-0.009783
3626.785,0.04096,0.8497,0.1317,0.7382,0.4934,0.1645,0.03941,-0.009449,-0.004212,0.01604,1.024,0.3305,1.062,-0.009921
3627.75,0.04102,0.8499,0.1303,0.7381,0.491,0.1635,0.0392,-0.009293,-0.004212,0.01577,1.023,0.3283,1.062,-0.009966
3628.714,0.04133,0.85,0.1288,0.7384,0.4883,0.1628,0.03919,-0.009085,-0.004138,0.01565,1.021,0.3259,1.062,-0.009907
3629.678,0.04169,0.8502,0.1279,0.7393,0.4866,0.1628,0.03937,-0.008929,-0.003992,0.01574,1.02,0.3244,1.063,-0.009779
3630.642,0.04194,0.8506,0.1279,0.7403,0.4866,0.1635,0.03962,-0.008868,-0.003801,0.01598,1.02,0.3243,1.063,-0.009631
3631.606,0.04206,0.8513,0.1285,0.7414,0.4877,0.1643,0.03983,-0.008868,-0.003599,0.01627,1.02,0.3252,1.064,-0.009495
3632.571,0.04209,0.8522,0.1294,0.7424,0.4891,0.165,0.03995,-0.008876,-0.003415,0.01651,1.021,0.3263,1.065,-0.009387
3633.535,0.04211,0.853,0.1302,0.7432,0.4904,0.1654,0.03995,-0.00887,-0.003286,0.01667,1.022,0.3272,1.067,-0.009327
3634.499,0.04215,0.8537,0.1307,0.7438,0.4912,0.1655,0.03989,-0.008867,-0.003251,0.01672,1.024,0.3277,1.068,-0.009339
3635.463,0.04218,0.8543,0.1309,0.7441,0.4916,0.1655,0.03978,-0.008899,-0.00334,0.01667,1.024,0.3278,1.07,-0.009436
3636.428,0.04216,0.8549,0.131,0.7443,0.4918,0.1653,0.03967,-0.008983,-0.003548,0.01652,1.025,0.3277,1.07,-0.009604
3637.392,0.04202,0.8554,0.1311,0.7444,0.4918,0.1652,0.0396,-0.009104,-0.003828,0.01632,1.025,0.3275,1.07,-0.009795
3638.356,0.04174,0.8558,0.131,0.7445,0.4917,0.1651,0.03958,-0.009224,-0.004103,0.01611,1.026,0.3274,1.07,-0.009953
3639.32,0.04138,0.856,0.1311,0.7447,0.4916,0.1652,0.03962,-0.009303,-0.004304,0.01593,1.026,0.3275,1.069,-0.01004
3640.285,0.041,0.8558,0.1311,0.7449,0.4916,0.1654,0.03971,-0.009327,-0.004397,0.01581,1.027,0.3277,1.069,-0.01004
3641.249,0.0407,0.8552,0.1313,0.7453,0.492,0.1656,0.03979,-0.009314,-0.004397,0.01574,1.028,0.3282,1.068,-0.01
3642.213,0.04051,0.8543,0.1316,0.7455,0.4931,0.1659,0.03979,-0.009304,-0.004359,0.01569,1.029,0.329,1.068,-0.009987
3643.177,0.0404,0.8533,0.132,0.7456,0.4948,0.1661,0.03964,-0.00933,-0.00434,0.0156,1.029,0.33,1.067,-0.01007
3644.142,0.04026,0.8523,0.1324,0.7454,0.4967,0.1661,0.03928,-0.009414,-0.004375,0.01541,1.029,0.3309,1.066,-0.01032
3645.106,0.04001,0.8517,0.1325,0.7449,0.4982,0.1658,0.0387,-0.009555,-0.004464,0.01506,1.028,0.3312,1.064,-0.01075
3646.07,0.03959,0.8516,0.132,0.7442,0.4983,0.165,0.03793,-0.009737,-0.004567,0.01454,1.027,0.3305,1.063,-0.01134
3647.034,0.03909,0.8523,0.1307,0.7435,0.4961,0.1638,0.03714,-0.009912,-0.004622,0.01394,1.026,0.3282,1.062,-0.01196
3647.998,0.03881,0.8535,0.1287,0.743,0.4919,0.1625,0.03663,-0.01001,-0.004568,0.01349,1.025,0.3246,1.062,-0.01233
3648.963,0.03903,0.8546,0.1267,0.743,0.4874,0.1618,0.03668,-0.009952,-0.004406,0.01342,1.025,0.3214,1.064,-0.01222
3649.927,0.03975,0.8554,0.1258,0.7436,0.4849,0.1621,0.03726,-0.00977,-0.00422,0.01378,1.025,0.3201,1.066,-0.01167
3650.891,0.04061,0.8559,0.1262,0.7445,0.4853,0.1631,0.03803,-0.009551,-0.004099,0.01434,1.025,0.321,1.068,-0.01098
3651.855,0.0413,0.856,0.1274,0.7455,0.4876,0.1643,0.0387,-0.009373,-0.004064,0.01485,1.026,0.3231,1.07,-0.01043
3652.82,0.04171,0.856,0.1289,0.7464,0.4905,0.1653,0.03913,-0.009261,-0.004089,0.01518,1.027,0.3253,1.071,-0.01013
3653.784,0.0419,0.856,0.1302,0.7473,0.4928,0.1658,0.03935,-0.009199,-0.004133,0.01532,1.028,0.3267,1.072,-0.01004
3654.748,0.042,0.8561,0.1309,0.7482,0.4939,0.1659,0.03939,-0.00915,-0.004161,0.01532,1.029,0.3271,1.073,-0.01009
3655.712,0.04212,0.8566,0.1311,0.749,0.4939,0.1656,0.03934,-0.00908,-0.004154,0.01525,1.031,0.3265,1.073,-0.01017
3656.677,0.04229,0.8574,0.1309,0.7497,0.4932,0.1654,0.03926,-0.008975,-0.004112,0.01518,1.032,0.3256,1.074,-0.01022
3657.641,0.04248,0.8583,0.1306,0.7501,0.4927,0.1652,0.03918,-0.008852,-0.004053,0.01516,1.032,0.325,1.075,-0.0102
3658.605,0.0426,0.8592,0.1305,0.7502,0.4928,0.1653,0.03912,-0.008747,-0.003995,0.01518,1.032,0.325,1.076,-0.01013
3659.569,0.04263,0.8599,0.1306,0.7502,0.4933,0.1655,0.03908,-0.008688,-0.003943,0.01522,1.032,0.3255,1.077,-0.01006
3660.533,0.04261,0.8602,0.1309,0.7502,0.494,0.1657,0.03907,-0.008682,-0.003888,0.01527,1.032,0.3261,1.078,-0.01
3661.498,0.04256,0.86,0.1312,0.7502,0.4946,0.1659,0.0391,-0.008722,-0.003827,0.01534,1.032,0.3268,1.077,-0.009948
3662.462,0.04251,0.8595,0.1315,0.7503,0.4952,0.1661,0.03914,-0.008794,-0.003778,0.01542,1.033,0.3275,1.077,-0.009892
3663.426,0.0424,0.8587,0.1319,0.7504,0.4959,0.1664,0.03915,-0.008895,-0.003775,0.01547,1.033,0.3284,1.076,-0.009845
3664.39,0.04218,0.8581,0.1324,0.7506,0.497,0.1667,0.03908,-0.009022,-0.003847,0.01548,1.033,0.3296,1.075,-0.009837
3665.355,0.04183,0.8578,0.1328,0.7507,0.4981,0.1668,0.03889,-0.009174,-0.003998,0.0154,1.033,0.3306,1.074,-0.009899
3666.319,0.04143,0.8582,0.133,0.7509,0.499,0.1667,0.03861,-0.009339,-0.004195,0.01525,1.033,0.3312,1.074,-0.01005
3667.283,0.04115,0.859,0.1327,0.751,0.499,0.1663,0.0383,-0.009485,-0.00437,0.01505,1.033,0.3308,1.075,-0.01026
3668.247,0.04113,0.8597,0.132,0.7511,0.4981,0.1658,0.03809,-0.009573,-0.004445,0.01486,1.034,0.3294,1.077,-0.01049
3669.212,0.04137,0.8599,0.1312,0.7512,0.4967,0.1654,0.03806,-0.009584,-0.004389,0.01472,1.034,0.3277,1.079,-0.0107
3670.176,0.04164,0.8595,0.1308,0.7509,0.4959,0.1653,0.03814,-0.00955,-0.004254,0.01461,1.035,0.3265,1.08,-0.01085
3671.14,0.04163,0.8586,0.1309,0.7504,0.4962,0.1654,0.03821,-0.00954,-0.004134,0.01448,1.034,0.3262,1.08,-0.01097
3672.104,0.04123,0.8577,0.1313,0.7497,0.4971,0.1655,0.03813,-0.009607,-0.004086,0.01429,1.033,0.3265,1.079,-0.0111
3673.069,0.04057,0.8575,0.1313,0.749,0.4977,0.1653,0.03788,-0.009754,-0.004088,0.01407,1.031,0.3266,1.076,-0.01122
3674.033,0.03999,0.8583,0.1308,0.7485,0.497,0.1648,0.03757,-0.009929,-0.004073,0.0139,1.03,0.3257,1.074,-0.01128
3674.997,0.03984,0.8598,0.1297,0.7485,0.4948,0.1642,0.03738,-0.01004,-0.00399,0.01389,1.029,0.3238,1.073,-0.01121
3675.961,0.04023,0.8614,0.1285,0.7493,0.4921,0.1639,0.03743,-0.01002,-0.003865,0.01406,1.029,0.322,1.073,-0.01102
3676.925,0.04089,0.8627,0.1279,0.7506,0.4906,0.1641,0.03768,-0.009878,-0.003783,0.01432,1.029,0.3211,1.075,-0.01081
3677.89,0.04146,0.8636,0.1281,0.7519,0.4906,0.1646,0.03796,-0.009675,-0.003804,0.01456,1.03,0.3214,1.078,-0.01068
3678.854,0.04175,0.8641,0.1288,0.753,0.4919,0.1652,0.03816,-0.009475,-0.003907,0.01472,1.03,0.3225,1.079,-0.01067
3679.818,0.04181,0.8644,0.1296,0.7537,0.4936,0.1656,0.03824,-0.009303,-0.004019,0.0148,1.031,0.3238,1.079,-0.01074
3680.782,0.04179,0.8646,0.1305,0.7541,0.4951,0.1659,0.03825,-0.00916,-0.004071,0.01486,1.032,0.3249,1.079,-0.01081
3681.747,0.04179,0.8646,0.1313,0.7542,0.4964,0.1662,0.03825,-0.009055,-0.004039,0.01491,1.033,0.326,1.078,-0.01085
3682.711,0.04182,0.8644,0.132,0.7543,0.4974,0.1665,0.03826,-0.00901,-0.00395,0.01494,1.034,0.3271,1.077,-0.01086
3683.675,0.04182,0.864,0.1328,0.7542,0.4986,0.1668,0.03826,-0.009058,-0.003871,0.0149,1.036,0.3282,1.076,-0.01087
3684.639,0.04169,0.863,0.1335,0.7542,0.4999,0.1669,0.03819,-0.009225,-0.003872,0.01473,1.036,0.3291,1.076,-0.01093
3685.604,0.04142,0.8616,0.1338,0.7542,0.501,0.1667,0.03802,-0.009511,-0.003985,0.01441,1.035,0.3293,1.075,-0.01107
3686.568,0.04106,0.8604,0.1334,0.7544,0.5013,0.1661,0.03773,-0.00987,-0.004191,0.01396,1.034,0.3286,1.075,-0.0113
3687.532,0.0408,0.86,0.1323,0.7546,0.5005,0.1652,0.0374,-0.01019,-0.004416,0.01349,1.033,0.3266,1.076,-0.01154
3688.496,0.0408,0.8607,0.1307,0.7551,0.4984,0.1643,0.03716,-0.01034,-0.004564,0.01319,1.032,0.3239,1.077,-0.01169
3689.46,0.04114,0.8625,0.1292,0.7559,0.4961,0.1638,0.03716,-0.01025,-0.004587,0.01321,1.032,0.3216,1.079,-0.01169
3690.425,0.04166,0.8647,0.1284,0.7568,0.4944,0.1638,0.03739,-0.00998,-0.004531,0.01352,1.033,0.3205,1.081,-0.01156
3691.389,0.04213,0.8665,0.1285,0.7576,0.4938,0.1643,0.03771,-0.009702,-0.004484,0.0139,1.034,0.3208,1.082,-0.01139
3692.353,0.04238,0.8677,0.1291,0.7582,0.4943,0.1648,0.03797,-0.009538,-0.004497,0.01418,1.034,0.3219,1.082,-0.01125
3693.317,0.04238,0.868,0.1298,0.7585,0.4952,0.1652,0.0381,-0.009516,-0.004562,0.01425,1.034,0.3232,1.083,-0.01118
3694.282,0.04217,0.8676,0.1306,0.7586,0.4963,0.1655,0.03808,-0.009595,-0.004635,0.01415,1.033,0.3242,1.083,-0.01115
3695.246,0.0418,0.8669,0.1312,0.7587,0.4975,0.1657,0.03796,-0.009705,-0.004674,0.01396,1.033,0.325,1.084,-0.01112
3696.21,0.04138,0.8663,0.1318,0.7587,0.4987,0.1659,0.03781,-0.009785,-0.004657,0.01377,1.033,0.3257,1.085,-0.01108
3697.174,0.04101,0.8663,0.1323,0.7589,0.4998,0.1661,0.03767,-0.009801,-0.004591,0.01366,1.034,0.3261,1.086,-0.01103
3698.139,0.0408,0.8671,0.1326,0.7592,0.5005,0.1662,0.0376,-0.009749,-0.004499,0.01366,1.036,0.3264,1.087,-0.01097
3699.103,0.04084,0.8685,0.1325,0.7597,0.5008,0.1664,0.03761,-0.009645,-0.004406,0.01376,1.038,0.3263,1.088,-0.01092
3700.067,0.04118,0.8701,0.1321,0.7603,0.5005,0.1664,0.03773,-0.009511,-0.004327,0.01393,1.039,0.3259,1.088,-0.01088
3701.031,0.04174,0.8716,0.1315,0.7609,0.4998,0.1664,0.03795,-0.009364,-0.004264,0.01413,1.039,0.3253,1.087,-0.01084
3701.996,0.04237,0.8728,0.1311,0.7615,0.4991,0.1666,0.03821,-0.009229,-0.004212,0.01435,1.038,0.3249,1.087,-0.01076
