wavenumber,e,d,f,g,h,i,j,l,m,n,a,c,b,o
424.566,1.181,1.474,0.5663,1.287,1.268,0.7432,1.166,0.1891,0.4954,1.034,1.08,0.9064,1.354,1.219
425.53,1.211,1.414,0.5625,1.297,1.217,0.737,1.203,0.1913,0.4899,1.035,1.099,0.9019,1.331,1.246
426.494,1.212,1.349,0.5602,1.333,1.174,0.7409,1.229,0.1923,0.4823,1.04,1.139,0.9026,1.299,1.269
427.459,1.19,1.288,0.5591,1.371,1.149,0.7503,1.232,0.1921,0.4769,1.041,1.195,0.9087,1.263,1.279
428.423,1.159,1.241,0.5589,1.383,1.146,0.7593,1.212,0.1916,0.4755,1.037,1.255,0.9199,1.228,1.273
429.387,1.128,1.21,0.5595,1.359,1.158,0.7645,1.18,0.192,0.4773,1.034,1.305,0.9341,1.197,1.251
430.351,1.106,1.193,0.5607,1.308,1.174,0.7663,1.145,0.194,0.4796,1.038,1.329,0.9464,1.168,1.219
431.316,1.093,1.188,0.5627,1.252,1.177,0.7664,1.116,0.197,0.4796,1.054,1.321,0.9503,1.143,1.185
432.28,1.089,1.19,0.5652,1.201,1.162,0.7654,1.094,0.1993,0.4762,1.078,1.293,0.9405,1.123,1.155
433.244,1.087,1.193,0.5678,1.16,1.133,0.7612,1.078,0.1995,0.4703,1.102,1.259,0.9171,1.114,1.133
434.208,1.08,1.193,0.5697,1.128,1.099,0.7508,1.063,0.1972,0.4636,1.118,1.229,0.8865,1.118,1.116
435.173,1.061,1.188,0.5698,1.108,1.069,0.7333,1.045,0.1929,0.4578,1.122,1.206,0.8578,1.134,1.1
436.137,1.033,1.177,0.5675,1.101,1.044,0.7115,1.022,0.1882,0.4533,1.117,1.187,0.8383,1.158,1.081
437.101,1.004,1.161,0.5625,1.107,1.027,0.6899,0.9962,0.1839,0.4503,1.109,1.17,0.8312,1.182,1.059
438.065,0.9791,1.139,0.5551,1.121,1.015,0.672,0.9725,0.1803,0.4491,1.102,1.158,0.8351,1.194,1.038
439.029,0.9616,1.116,0.546,1.136,1.009,0.6587,0.9544,0.1774,0.4501,1.093,1.151,0.8455,1.19,1.022
439.994,0.9496,1.093,0.5361,1.142,1.009,0.6488,0.9442,0.1749,0.4534,1.08,1.153,0.857,1.17,1.012
440.958,0.9384,1.073,0.5267,1.135,1.014,0.6407,0.9415,0.1728,0.458,1.06,1.16,0.8654,1.137,1.009
441.922,0.9239,1.056,0.5186,1.119,1.021,0.6337,0.9436,0.1712,0.4614,1.037,1.165,0.8683,1.1,1.008
442.886,0.9057,1.04,0.5121,1.102,1.025,0.6283,0.9461,0.1701,0.4613,1.012,1.158,0.8646,1.065,1.004
443.851,0.8871,1.022,0.5067,1.09,1.023,0.6252,0.9452,0.1692,0.4569,0.9897,1.135,0.8541,1.036,0.9932
444.815,0.8727,1.002,0.5012,1.082,1.015,0.6246,0.9391,0.1679,0.4498,0.9684,1.101,0.837,1.017,0.9774
445.779,0.8649,0.979,0.4947,1.076,1.004,0.6257,0.9284,0.1662,0.4429,0.9453,1.067,0.8143,1.005,0.9597
446.743,0.8627,0.9571,0.4873,1.064,0.9923,0.6271,0.9142,0.1644,0.4385,0.9187,1.038,0.789,0.9988,0.9429
447.708,0.8625,0.941,0.4804,1.045,0.9797,0.6275,0.8971,0.1628,0.4374,0.8895,1.019,0.7648,0.995,0.9291
448.672,0.8601,0.9351,0.4761,1.019,0.9659,0.6262,0.8772,0.1619,0.4385,0.8618,1.006,0.7454,0.9919,0.9196
449.636,0.853,0.9414,0.4759,0.9888,0.9509,0.6231,0.8558,0.1619,0.4403,0.8408,0.9983,0.733,0.9888,0.9155
450.6,0.8418,0.9577,0.4801,0.9605,0.9355,0.6186,0.8355,0.1629,0.4416,0.8309,0.9928,0.7268,0.9865,0.9168
451.564,0.8293,0.9778,0.4869,0.938,0.921,0.6132,0.82,0.165,0.4421,0.8331,0.9877,0.724,0.986,0.9215
452.529,0.8179,0.9921,0.4931,0.9238,0.9077,0.6082,0.8119,0.1675,0.4419,0.8444,0.9812,0.7206,0.9878,0.9247
453.493,0.8074,0.9914,0.4953,0.9174,0.8949,0.6046,0.8111,0.1696,0.441,0.858,0.9707,0.7137,0.991,0.9209
454.457,0.7956,0.9712,0.4915,0.9156,0.8808,0.603,0.8142,0.1702,0.4388,0.8649,0.9538,0.703,0.9928,0.9069
455.421,0.7795,0.9354,0.4819,0.9131,0.8646,0.6028,0.8155,0.1681,0.4347,0.8571,0.9304,0.6899,0.9893,0.8838
456.386,0.7586,0.8951,0.4691,0.9036,0.8465,0.6023,0.8093,0.1632,0.4286,0.8327,0.9043,0.6769,0.9764,0.8561
457.35,0.7364,0.8616,0.4569,0.8836,0.8278,0.5986,0.7937,0.1568,0.4213,0.797,0.8822,0.6658,0.9529,0.8285
458.314,0.7191,0.8415,0.4484,0.8555,0.8105,0.5898,0.7731,0.151,0.4142,0.7604,0.8703,0.6573,0.9222,0.8032
459.278,0.7108,0.8357,0.4448,0.8263,0.7956,0.5762,0.7557,0.1472,0.4085,0.7313,0.8692,0.6507,0.8912,0.7794
460.243,0.7107,0.8418,0.4448,0.803,0.7837,0.5606,0.7471,0.1458,0.4045,0.7126,0.8731,0.6455,0.8659,0.7555
461.207,0.7132,0.8547,0.4459,0.7887,0.7749,0.5467,0.7471,0.1456,0.4013,0.7019,0.8729,0.6418,0.8486,0.7317
462.171,0.7111,0.8676,0.446,0.7834,0.7685,0.537,0.7511,0.1455,0.3981,0.6957,0.8616,0.6404,0.8376,0.7104
463.135,0.6993,0.8724,0.4443,0.7848,0.7634,0.5327,0.752,0.145,0.3944,0.6912,0.8394,0.6418,0.8295,0.6945
464.1,0.6781,0.8634,0.4411,0.7896,0.7569,0.5335,0.7442,0.1445,0.3903,0.6875,0.8122,0.6451,0.8205,0.6855
465.064,0.652,0.8408,0.4369,0.7939,0.7463,0.5379,0.7264,0.1447,0.3862,0.6846,0.7883,0.6479,0.8085,0.6829
466.028,0.6273,0.8107,0.4322,0.7938,0.7303,0.5429,0.7022,0.1459,0.3823,0.6823,0.7732,0.6468,0.7939,0.6837
466.992,0.6084,0.7813,0.4269,0.7861,0.71,0.545,0.6772,0.1473,0.3787,0.6793,0.7675,0.6394,0.7792,0.684
467.956,0.5964,0.7589,0.4206,0.77,0.689,0.5417,0.656,0.1479,0.3748,0.6738,0.7668,0.6262,0.7667,0.6811
468.921,0.5894,0.7466,0.4132,0.7469,0.671,0.5323,0.6401,0.1466,0.3699,0.6648,0.7648,0.6099,0.7573,0.674
469.885,0.5852,0.7438,0.4047,0.7202,0.6585,0.5182,0.6289,0.1438,0.3636,0.6524,0.7569,0.5946,0.75,0.663
470.849,0.5816,0.7466,0.3961,0.6948,0.6518,0.5021,0.6205,0.1403,0.356,0.6381,0.743,0.5831,0.7427,0.6489
471.813,0.5781,0.7489,0.3884,0.6755,0.6493,0.4874,0.613,0.1377,0.3483,0.6244,0.7273,0.5764,0.7343,0.6322
472.778,0.5746,0.7456,0.3831,0.6651,0.6478,0.4765,0.6053,0.137,0.3419,0.613,0.7152,0.5732,0.7255,0.6138
473.742,0.5709,0.7343,0.3806,0.6632,0.6445,0.4702,0.5967,0.1379,0.3382,0.6045,0.7091,0.5711,0.7179,0.595
474.706,0.5658,0.7158,0.3809,0.666,0.6379,0.4677,0.5873,0.1395,0.3371,0.598,0.7075,0.5683,0.7123,0.5771
475.67,0.5584,0.6934,0.3829,0.6685,0.6283,0.4674,0.5773,0.1405,0.3378,0.5918,0.7062,0.5649,0.7076,0.561
476.635,0.5485,0.6714,0.3848,0.6662,0.6167,0.4678,0.5669,0.1403,0.3387,0.5843,0.7014,0.5617,0.7014,0.5478
477.599,0.5369,0.6534,0.3849,0.6572,0.6047,0.4677,0.5565,0.139,0.3388,0.5749,0.6917,0.5594,0.6923,0.538
478.563,0.5251,0.6415,0.382,0.6427,0.5932,0.4664,0.5468,0.1369,0.3376,0.5641,0.6784,0.5576,0.6804,0.5325
479.527,0.5141,0.6353,0.3761,0.6261,0.5825,0.4633,0.5383,0.1347,0.3351,0.5536,0.6643,0.555,0.6681,0.5313
480.491,0.5043,0.6321,0.3685,0.6111,0.5726,0.4579,0.5316,0.1329,0.3319,0.5453,0.6521,0.5503,0.6579,0.5329
481.456,0.495,0.6281,0.3609,0.6003,0.5627,0.4504,0.527,0.132,0.328,0.5399,0.6435,0.5433,0.6512,0.5345
482.42,0.4854,0.6204,0.3548,0.5942,0.5528,0.4411,0.5244,0.1318,0.3231,0.5365,0.6383,0.5347,0.6468,0.5328
483.384,0.4756,0.6088,0.3509,0.5919,0.5432,0.4303,0.5232,0.1321,0.3172,0.5326,0.6352,0.5256,0.6424,0.5253
484.348,0.4665,0.5949,0.3486,0.5917,0.535,0.4188,0.522,0.1323,0.3104,0.5255,0.6323,0.5164,0.636,0.5127
485.313,0.4591,0.5818,0.3469,0.5919,0.5284,0.4075,0.5189,0.1317,0.3037,0.5143,0.6279,0.5072,0.6269,0.4975
486.277,0.4536,0.5717,0.3448,0.5911,0.5231,0.3973,0.5124,0.1299,0.2979,0.5,0.6211,0.4977,0.616,0.4831
487.241,0.449,0.5653,0.3417,0.5881,0.518,0.3893,0.502,0.127,0.2936,0.4853,0.6125,0.4885,0.6045,0.4714
488.205,0.4437,0.5617,0.3378,0.5824,0.5118,0.384,0.4887,0.1235,0.2907,0.4724,0.6035,0.4806,0.593,0.4628
489.17,0.4365,0.5591,0.3333,0.5742,0.5038,0.3812,0.4747,0.1201,0.2883,0.4622,0.5958,0.4751,0.5813,0.4561
490.134,0.4275,0.5555,0.3287,0.5643,0.4946,0.3802,0.4622,0.1174,0.2858,0.4541,0.5909,0.4721,0.5692,0.45
491.098,0.4177,0.5499,0.3243,0.5538,0.485,0.3793,0.4529,0.1156,0.283,0.4468,0.5889,0.4707,0.5573,0.4437
492.062,0.409,0.542,0.3201,0.544,0.4762,0.3769,0.4467,0.1145,0.28,0.4392,0.5883,0.469,0.5469,0.4375
493.027,0.4024,0.5328,0.3159,0.5354,0.4686,0.3717,0.4427,0.1138,0.2772,0.4315,0.5868,0.4652,0.5391,0.4317
493.991,0.3976,0.5231,0.3113,0.5274,0.4624,0.364,0.439,0.113,0.2742,0.4246,0.5822,0.4586,0.5346,0.4268
494.955,0.3932,0.514,0.3063,0.5191,0.4575,0.3548,0.4345,0.1119,0.2703,0.4193,0.5736,0.45,0.5329,0.4224
495.919,0.3876,0.5058,0.3009,0.5099,0.4536,0.3457,0.4287,0.1105,0.265,0.4159,0.5618,0.4407,0.533,0.418
496.883,0.3798,0.4988,0.2956,0.4999,0.4502,0.338,0.422,0.1088,0.258,0.4136,0.5486,0.432,0.5339,0.4127
497.848,0.37,0.493,0.2905,0.4899,0.4464,0.3322,0.4149,0.1068,0.25,0.4112,0.536,0.4247,0.5347,0.4061
498.812,0.3596,0.4882,0.286,0.4808,0.4414,0.3282,0.4077,0.1044,0.2422,0.4073,0.525,0.4187,0.5351,0.398
499.776,0.3499,0.484,0.2819,0.4729,0.4346,0.3251,0.4004,0.1016,0.2361,0.4012,0.5165,0.4138,0.5343,0.3887
500.74,0.3419,0.48,0.2781,0.466,0.4264,0.3219,0.3928,0.09837,0.2325,0.3929,0.5105,0.4094,0.5316,0.379
501.705,0.3355,0.4757,0.2744,0.4593,0.418,0.3174,0.3851,0.09529,0.2315,0.3836,0.5067,0.4052,0.5262,0.3696
502.669,0.3299,0.4711,0.2708,0.4523,0.4105,0.3116,0.3778,0.0929,0.2322,0.3746,0.5044,0.4009,0.518,0.3611
503.633,0.3241,0.466,0.2675,0.4449,0.4045,0.305,0.3714,0.09161,0.233,0.3671,0.5024,0.3966,0.508,0.3537
504.597,0.3177,0.4604,0.2644,0.4378,0.3994,0.2986,0.366,0.09138,0.2326,0.3615,0.4994,0.3924,0.4978,0.3472
505.562,0.3108,0.4543,0.2614,0.4316,0.3945,0.2934,0.3613,0.09168,0.23,0.3573,0.4945,0.3882,0.4887,0.3413
506.526,0.3045,0.4476,0.258,0.4268,0.389,0.2894,0.3572,0.0917,0.225,0.3537,0.4874,0.3838,0.4816,0.3359
507.49,0.2996,0.4408,0.2542,0.4234,0.3831,0.2864,0.3532,0.09069,0.2184,0.3496,0.4787,0.3787,0.4764,0.3313
508.454,0.2963,0.4343,0.2499,0.421,0.3774,0.2837,0.3496,0.0883,0.2112,0.3448,0.4697,0.3728,0.4725,0.3277
509.418,0.2943,0.4289,0.2455,0.4189,0.3728,0.2812,0.3465,0.08484,0.2045,0.3395,0.4622,0.3666,0.4695,0.3251
510.383,0.2928,0.4251,0.2414,0.4167,0.3696,0.2789,0.3439,0.08113,0.1992,0.3348,0.4574,0.3608,0.4669,0.3234
511.347,0.2909,0.4226,0.2381,0.4141,0.3675,0.2768,0.3415,0.07818,0.1954,0.3313,0.4559,0.3566,0.4643,0.3222
512.311,0.288,0.421,0.2354,0.4111,0.3659,0.2751,0.3386,0.07672,0.1927,0.3292,0.4569,0.3543,0.4617,0.3208
513.275,0.284,0.4196,0.233,0.408,0.3638,0.2734,0.3344,0.07686,0.1905,0.3276,0.4592,0.3536,0.4585,0.3187
514.24,0.279,0.418,0.2305,0.4046,0.3607,0.2709,0.3287,0.07805,0.188,0.3253,0.4607,0.3535,0.4543,0.3152
515.204,0.2732,0.4161,0.2275,0.4006,0.3563,0.267,0.3216,0.07932,0.1847,0.3209,0.4598,0.3524,0.4489,0.3099
516.168,0.2672,0.4141,0.2238,0.3958,0.3507,0.2615,0.3137,0.07963,0.1806,0.3142,0.4559,0.3495,0.4424,0.303
517.132,0.2616,0.4119,0.2197,0.39,0.3443,0.255,0.3059,0.07839,0.1761,0.3058,0.4492,0.3447,0.4356,0.2952
518.097,0.2571,0.4093,0.2157,0.3839,0.3381,0.2488,0.299,0.07582,0.172,0.2974,0.4411,0.3388,0.4295,0.2879
519.061,0.2542,0.4058,0.2124,0.3783,0.3329,0.2441,0.2934,0.07283,0.1689,0.2909,0.4335,0.3334,0.4247,0.2823
520.025,0.2525,0.4014,0.2101,0.3741,0.3291,0.2413,0.2891,0.07038,0.1671,0.2871,0.4272,0.3296,0.4214,0.2791
520.989,0.2514,0.3962,0.2085,0.3717,0.3266,0.2398,0.286,0.06897,0.1663,0.2861,0.4225,0.328,0.4192,0.2777
521.954,0.2499,0.391,0.207,0.3704,0.3247,0.2385,0.2836,0.0684,0.1656,0.2868,0.419,0.3281,0.4172,0.2771
522.918,0.2473,0.3865,0.2051,0.3695,0.3226,0.2362,0.2817,0.06807,0.164,0.2878,0.4162,0.3288,0.4151,0.2756
523.882,0.2438,0.3829,0.2024,0.3677,0.3196,0.2326,0.28,0.06738,0.1608,0.2879,0.4137,0.329,0.4125,0.2727
524.846,0.2395,0.3805,0.1993,0.3646,0.3158,0.228,0.2783,0.06606,0.1559,0.286,0.4116,0.3277,0.4098,0.2682
525.81,0.2353,0.379,0.1964,0.3603,0.3118,0.2231,0.2764,0.0643,0.1502,0.2817,0.41,0.3243,0.407,0.2631
526.775,0.2317,0.3778,0.1941,0.3559,0.3086,0.2191,0.274,0.06265,0.1449,0.2758,0.4087,0.3195,0.4046,0.2583
527.739,0.2288,0.3765,0.1926,0.3522,0.3067,0.2165,0.2715,0.06162,0.1412,0.2696,0.4075,0.3144,0.4023,0.2545
528.703,0.2264,0.3746,0.1915,0.3498,0.3061,0.2149,0.2689,0.06136,0.1394,0.2645,0.4063,0.3102,0.4,0.2519
529.667,0.2244,0.3718,0.1904,0.3486,0.3062,0.2136,0.2666,0.06163,0.139,0.2612,0.4048,0.3076,0.3974,0.2497
530.632,0.2224,0.3681,0.1887,0.3477,0.306,0.2119,0.2645,0.0619,0.1391,0.2596,0.4031,0.3065,0.3946,0.2476
531.596,0.2204,0.3638,0.1865,0.3465,0.3046,0.2096,0.2624,0.06162,0.1387,0.2588,0.4012,0.3062,0.3919,0.2451
532.56,0.2183,0.3599,0.1841,0.3445,0.3017,0.2069,0.26,0.06045,0.1374,0.258,0.3989,0.306,0.3897,0.2424
533.524,0.216,0.357,0.182,0.3416,0.2974,0.2045,0.2571,0.05843,0.1352,0.2562,0.3964,0.3051,0.3884,0.2397
534.489,0.2136,0.3556,0.1805,0.3383,0.2925,0.2028,0.254,0.05599,0.1327,0.2536,0.3938,0.3035,0.3877,0.2376
535.453,0.2111,0.3554,0.1798,0.3355,0.288,0.2022,0.251,0.05375,0.1305,0.2504,0.3916,0.3013,0.3874,0.2362
536.417,0.2089,0.3555,0.1795,0.3334,0.2845,0.2023,0.2486,0.0522,0.1287,0.2474,0.3902,0.2989,0.3867,0.2355
537.381,0.2069,0.3553,0.1792,0.3321,0.2824,0.2027,0.2468,0.05147,0.1272,0.245,0.3898,0.2963,0.3853,0.2351
538.346,0.2053,0.3545,0.1782,0.3309,0.2814,0.2029,0.2455,0.05126,0.1257,0.243,0.3901,0.2938,0.3832,0.2346
539.31,0.2039,0.3531,0.1762,0.3296,0.2809,0.2024,0.244,0.05106,0.1239,0.2415,0.3904,0.2914,0.3807,0.2336
540.274,0.2024,0.3518,0.1734,0.3277,0.2803,0.2012,0.2422,0.05047,0.1218,0.24,0.3902,0.2894,0.3784,0.2321
541.238,0.2008,0.3509,0.1703,0.3258,0.2794,0.1995,0.24,0.04946,0.1196,0.2387,0.3891,0.288,0.377,0.2299
542.202,0.1993,0.3506,0.1675,0.3244,0.2782,0.1974,0.2378,0.04832,0.1178,0.2375,0.3872,0.2873,0.3768,0.2275
543.167,0.1982,0.3506,0.1655,0.324,0.2771,0.1954,0.2362,0.04749,0.1166,0.2364,0.3851,0.2873,0.3778,0.2251
544.131,0.1975,0.3506,0.1645,0.3245,0.2763,0.1937,0.2354,0.04722,0.1162,0.2352,0.3832,0.2875,0.3795,0.2229
545.095,0.197,0.3505,0.1642,0.3253,0.2761,0.1925,0.2351,0.04743,0.1163,0.2337,0.3821,0.2877,0.3813,0.221
546.059,0.1966,0.3502,0.1642,0.3257,0.2764,0.1916,0.2348,0.0478,0.1164,0.2318,0.3815,0.2879,0.3825,0.2194
547.024,0.1959,0.3498,0.1641,0.3254,0.2769,0.1911,0.2343,0.04797,0.1163,0.23,0.3812,0.288,0.3825,0.2182
547.988,0.195,0.3492,0.1639,0.3245,0.2776,0.1908,0.2332,0.04771,0.1158,0.2285,0.3808,0.2883,0.3815,0.2174
548.952,0.194,0.3487,0.1635,0.3238,0.2781,0.1908,0.2321,0.04706,0.1149,0.2276,0.3804,0.2888,0.3797,0.2173
549.916,0.1933,0.348,0.1632,0.3236,0.2785,0.1909,0.2313,0.04618,0.1138,0.2275,0.3801,0.2892,0.378,0.2177
550.881,0.1931,0.3474,0.163,0.3243,0.2789,0.1912,0.2314,0.04532,0.1128,0.2278,0.3802,0.2892,0.3768,0.2185
551.845,0.1934,0.3469,0.1628,0.3256,0.2792,0.1916,0.2321,0.04468,0.112,0.2283,0.3806,0.2888,0.3763,0.2193
552.809,0.1939,0.3466,0.1627,0.3269,0.2793,0.1916,0.2331,0.04442,0.1113,0.2286,0.3812,0.2883,0.3762,0.2198
553.773,0.1941,0.3466,0.1624,0.3277,0.2791,0.1913,0.2338,0.04459,0.1105,0.2286,0.3817,0.288,0.3761,0.2196
554.737,0.1938,0.3467,0.162,0.3279,0.2785,0.1906,0.2336,0.04505,0.1097,0.2283,0.3819,0.2882,0.3757,0.2188
555.702,0.1927,0.3469,0.1615,0.3276,0.2774,0.1895,0.2325,0.04553,0.1088,0.2277,0.3818,0.2888,0.3749,0.2176
556.666,0.1911,0.3473,0.1609,0.3269,0.2761,0.1885,0.2309,0.04568,0.1078,0.2267,0.3815,0.2895,0.374,0.2162
557.63,0.1893,0.348,0.1603,0.3262,0.2751,0.1877,0.2294,0.04532,0.1071,0.2255,0.3814,0.2898,0.3736,0.2151
558.594,0.1876,0.3488,0.1599,0.3257,0.2748,0.1875,0.2285,0.04453,0.1067,0.2243,0.3816,0.2895,0.374,0.2145
559.559,0.1865,0.35,0.1597,0.3254,0.2753,0.1878,0.2283,0.0437,0.1067,0.2234,0.3821,0.2888,0.3756,0.2147
560.523,0.1863,0.3514,0.1601,0.3253,0.2766,0.1884,0.2287,0.0433,0.1068,0.2233,0.3828,0.2882,0.378,0.2155
561.487,0.187,0.3528,0.1609,0.3254,0.2783,0.189,0.2292,0.04353,0.1069,0.2239,0.3835,0.2879,0.3809,0.2166
562.451,0.1884,0.3539,0.162,0.3255,0.28,0.1895,0.2293,0.04423,0.1068,0.2249,0.384,0.2879,0.3835,0.2177
563.416,0.1899,0.3547,0.1632,0.3255,0.2811,0.1896,0.2287,0.04492,0.1065,0.2258,0.3842,0.2881,0.3855,0.2184
564.38,0.1912,0.3549,0.1638,0.3256,0.2816,0.1893,0.2276,0.04506,0.1059,0.2262,0.3841,0.2881,0.3866,0.2184
565.344,0.1921,0.3547,0.1637,0.3256,0.2814,0.1887,0.2262,0.04437,0.1052,0.2257,0.3838,0.2877,0.3869,0.2179
566.308,0.1924,0.3545,0.1626,0.3259,0.2807,0.1878,0.225,0.04294,0.1044,0.2245,0.3834,0.287,0.3866,0.2172
567.273,0.1924,0.3545,0.1609,0.3265,0.2799,0.1869,0.2242,0.04119,0.1037,0.2232,0.3833,0.2863,0.3861,0.2166
568.237,0.1924,0.3549,0.1591,0.3276,0.2794,0.186,0.2242,0.03964,0.1031,0.2223,0.3835,0.2857,0.3854,0.2165
569.201,0.1926,0.3558,0.1579,0.329,0.2793,0.1854,0.2247,0.03865,0.1026,0.222,0.3842,0.2857,0.3849,0.2172
570.165,0.1931,0.3569,0.1578,0.3307,0.2798,0.1852,0.2256,0.03839,0.1023,0.2224,0.3852,0.2862,0.3848,0.2184
571.129,0.1939,0.358,0.1586,0.3325,0.2805,0.1853,0.2267,0.03878,0.1021,0.2232,0.3863,0.2872,0.3854,0.2198
572.094,0.1948,0.3591,0.1598,0.3343,0.2812,0.1856,0.2277,0.03963,0.1022,0.224,0.3876,0.2887,0.3869,0.2208
573.058,0.1955,0.36,0.1609,0.3358,0.2817,0.1861,0.2284,0.04069,0.1024,0.2245,0.3892,0.2903,0.3893,0.2211
574.022,0.1959,0.361,0.1613,0.337,0.2821,0.1865,0.229,0.0417,0.1026,0.2248,0.3912,0.2919,0.3922,0.2209
574.986,0.1959,0.3621,0.1611,0.3376,0.2825,0.187,0.2295,0.04242,0.1027,0.225,0.3938,0.2931,0.395,0.2204
575.951,0.1956,0.3635,0.1604,0.3375,0.2831,0.1875,0.2301,0.0427,0.1027,0.2253,0.3968,0.2935,0.397,0.2201
576.915,0.1952,0.3653,0.1598,0.3369,0.2842,0.1881,0.2307,0.04256,0.1027,0.2256,0.3997,0.2933,0.3979,0.2203
577.879,0.1948,0.3676,0.1596,0.3363,0.2856,0.189,0.2312,0.04223,0.1027,0.226,0.402,0.2928,0.3979,0.221
578.843,0.1947,0.3702,0.1599,0.3363,0.2873,0.1899,0.2317,0.04197,0.1029,0.2264,0.4032,0.2927,0.3977,0.222
579.808,0.1951,0.3728,0.1604,0.3372,0.289,0.1908,0.2321,0.04199,0.1032,0.2267,0.4032,0.2933,0.3979,0.2229
580.772,0.1961,0.3752,0.1612,0.339,0.2906,0.1915,0.2325,0.04227,0.1038,0.2272,0.4025,0.2949,0.399,0.2234
581.736,0.1977,0.377,0.1618,0.3414,0.292,0.1922,0.2332,0.04263,0.1043,0.2278,0.4018,0.2973,0.4008,0.2235
582.7,0.1999,0.3782,0.1625,0.3437,0.2932,0.1929,0.2342,0.0428,0.1046,0.2285,0.4017,0.2999,0.4031,0.2236
583.664,0.2024,0.3788,0.1631,0.3457,0.2942,0.1937,0.2352,0.04268,0.1047,0.2292,0.4027,0.3023,0.4054,0.2237
584.629,0.2048,0.3793,0.1637,0.3474,0.2951,0.1949,0.2362,0.04237,0.1044,0.2297,0.4049,0.3041,0.4075,0.2241
585.593,0.2069,0.3799,0.1643,0.3489,0.2959,0.1962,0.237,0.04215,0.1041,0.2301,0.408,0.3054,0.4094,0.2249
586.557,0.2085,0.3809,0.1648,0.3506,0.2968,0.1977,0.2376,0.04231,0.1041,0.2304,0.4116,0.3066,0.4113,0.2258
587.521,0.2095,0.3826,0.1654,0.3525,0.2977,0.1991,0.2382,0.04294,0.1045,0.231,0.4153,0.3079,0.4135,0.2267
588.486,0.21,0.3848,0.1659,0.3543,0.2987,0.2001,0.2391,0.04391,0.1052,0.2319,0.4188,0.3092,0.4159,0.2277
589.45,0.2103,0.3872,0.1666,0.3557,0.2998,0.2008,0.2403,0.0449,0.1061,0.2332,0.4219,0.3105,0.4183,0.2286
590.414,0.2106,0.3893,0.1672,0.3566,0.3012,0.201,0.2418,0.04558,0.1068,0.2348,0.4245,0.3115,0.4205,0.2296
591.378,0.2111,0.3908,0.1679,0.3572,0.3027,0.2009,0.2435,0.04575,0.1071,0.2364,0.4265,0.3121,0.4224,0.2307
592.343,0.2119,0.3915,0.1685,0.3578,0.3045,0.2006,0.245,0.04541,0.107,0.2378,0.4279,0.3124,0.4239,0.232
593.307,0.2129,0.3914,0.1688,0.3588,0.3061,0.2003,0.246,0.04477,0.1066,0.2387,0.4286,0.3126,0.425,0.2334
594.271,0.214,0.3913,0.1688,0.3602,0.3076,0.2002,0.2466,0.0441,0.1062,0.2393,0.4291,0.3131,0.4259,0.2347
595.235,0.2152,0.3914,0.1687,0.362,0.3086,0.2004,0.2467,0.0436,0.106,0.2396,0.4298,0.3138,0.4266,0.2359
596.2,0.2163,0.3923,0.1686,0.3639,0.3091,0.2009,0.2466,0.04336,0.1061,0.2401,0.4309,0.3147,0.4271,0.2368
597.164,0.2172,0.3937,0.1687,0.3658,0.3092,0.2018,0.2465,0.04336,0.1063,0.241,0.4326,0.3158,0.4275,0.2375
598.128,0.2179,0.3955,0.1691,0.3675,0.3093,0.2028,0.2468,0.04353,0.1067,0.2424,0.4344,0.3168,0.428,0.2378
599.092,0.2186,0.397,0.1698,0.369,0.3097,0.2037,0.2474,0.0438,0.107,0.2443,0.436,0.3178,0.4288,0.2382
600.056,0.2193,0.398,0.1707,0.3705,0.3108,0.2044,0.2485,0.04411,0.1074,0.2464,0.4369,0.3187,0.4301,0.2386
601.021,0.2199,0.3984,0.1716,0.3719,0.3124,0.2048,0.2501,0.04445,0.1077,0.2483,0.4373,0.3193,0.4319,0.2391
601.985,0.2206,0.3986,0.1724,0.3732,0.3144,0.2049,0.2519,0.0448,0.108,0.2495,0.4375,0.3198,0.434,0.2398
602.949,0.2212,0.3992,0.173,0.3744,0.3164,0.2051,0.2539,0.04516,0.1084,0.2501,0.4377,0.3201,0.4359,0.2405
603.913,0.2218,0.4006,0.1736,0.3755,0.318,0.2057,0.2558,0.04552,0.1089,0.2502,0.4383,0.3204,0.4376,0.2413
604.878,0.2227,0.4031,0.1743,0.3764,0.3193,0.2067,0.2576,0.04587,0.1095,0.2501,0.439,0.3211,0.439,0.2421
605.842,0.224,0.4064,0.1749,0.3771,0.3202,0.208,0.2592,0.0462,0.1103,0.2504,0.4399,0.3225,0.44,0.2429
606.806,0.2257,0.4102,0.1756,0.3779,0.3213,0.2094,0.2605,0.04646,0.111,0.2513,0.441,0.3244,0.441,0.2439
607.77,0.2277,0.4137,0.1762,0.3788,0.3226,0.2105,0.2615,0.04661,0.1117,0.2529,0.4422,0.3269,0.4423,0.2452
608.735,0.2296,0.4166,0.1767,0.3801,0.3243,0.2113,0.2622,0.04662,0.1121,0.2551,0.4438,0.3295,0.4441,0.2467
609.699,0.231,0.4185,0.1772,0.3819,0.3263,0.2118,0.2627,0.04653,0.1124,0.2573,0.4458,0.3318,0.4465,0.2482
610.663,0.2319,0.4197,0.1779,0.3843,0.3283,0.2122,0.2632,0.04644,0.1126,0.2592,0.4483,0.3338,0.4495,0.2497
