,,,ip,oop,complete
47.322186,47.322186,20.735514,36.574706,82.489718,78.270298
47.374737,47.374737,20.758541,37.584323,83.863962,78.787012
47.427288,47.427288,20.781567,37.929089,82.805936,78.203912
47.479839,47.479839,20.804594,37.928931,82.730216,78.75439
47.532391,47.532391,20.827621,37.179622,83.373356,79.45739
47.584942,47.584942,20.850647,37.309086,84.457964,79.183674
47.637493,47.637493,20.873674,37.812773,83.385086,78.947512
47.690044,47.690044,20.8967,37.563732,84.233616,79.857436
47.742596,47.742596,20.919727,37.93118,83.722066,79.977118
47.795147,47.795147,20.942755,37.746321,83.638898,80.197704
47.847698,47.847698,20.96578,37.27674,85.523354,80.709408
47.900249,47.900249,20.988808,37.355829,85.575462,80.503536
47.952801,47.952801,21.011833,37.243725,86.518886,81.477686
48.005348,48.005348,21.034861,36.356591,85.635726,81.164344
48.057899,48.057899,21.057888,35.95902,86.499564,81.636346
48.110451,48.110451,21.080914,36.201139,87.52957,82.06351
48.163002,48.163002,21.103941,36.626973,85.79756,82.080236
48.215553,48.215553,21.126968,36.337067,87.13748,82.42764
48.268105,48.268105,21.149994,36.050162,88.332892,83.444904
48.320656,48.320656,21.173021,36.049105,85.86362,82.44034
48.373207,48.373207,21.196047,35.945886,86.452598,83.654832
48.425758,48.425758,21.219074,35.896842,87.964446,84.277068
48.47831,48.47831,21.242102,35.664014,86.887034,84.608148
48.530861,48.530861,21.265127,35.938633,88.742906,84.65022
48.583412,48.583412,21.288155,36.483758,87.755412,84.295634
48.635963,48.635963,21.31118,36.140289,88.329834,85.446562
48.688515,48.688515,21.334208,35.472903,88.894178,84.861846
48.741066,48.741066,21.357235,35.445117,90.559868,85.444088
48.793613,48.793613,21.38026,35.937919,88.368954,85.549694
48.846165,48.846165,21.403288,35.387261,89.993282,85.78727
48.898716,48.898716,21.426313,35.027259,91.582204,88.049188
48.951267,48.951267,21.449341,35.307606,89.940234,88.56383
49.003819,49.003819,21.472368,35.063484,90.776354,89.059022
49.05637,49.05637,21.495394,35.17889,93.2924,88.416252
49.108921,49.108921,21.518421,35.064439,92.509832,88.076092
49.161472,49.161472,21.541447,34.491258,92.284872,88.466472
49.214024,49.214024,21.564474,34.791831,92.476082,89.24558
49.266575,49.266575,21.587502,35.158935,90.72413,89.55411
49.319126,49.319126,21.610527,35.278197,93.047616,89.40194
49.371677,49.371677,21.633554,35.270239,93.758072,90.10196
49.424229,49.424229,21.65658,35.127419,93.42024,89.13291
49.47678,49.47678,21.679607,34.883052,93.334672,89.629496
49.529327,49.529327,21.702635,35.016044,94.333804,89.927178
49.581879,49.581879,21.72566,34.619624,93.732832,90.618322
49.63443,49.63443,21.748688,34.435913,96.30037,91.210206
49.686981,49.686981,21.771713,34.461327,98.037978,91.458024
49.739532,49.739532,21.794741,35.169325,95.222864,90.766634
49.792084,49.792084,21.817768,35.328583,95.97777,92.215198
49.844635,49.844635,21.840794,34.763441,96.474462,92.163244
49.897186,49.897186,21.863821,34.561384,97.760512,93.171862
49.949738,49.949738,21.886847,35.223227,96.580516,93.885828
50.002289,50.002289,21.909874,35.051153,96.403136,94.31474
50.05484,50.05484,21.932901,34.783109,98.119692,93.86638
50.107391,50.107391,21.955927,34.729205,100.235296,94.065942
50.159943,50.159943,21.978954,35.103425,100.374514,94.4958
50.212494,50.212494,22.001982,34.502472,100.055258,95.017674
50.265045,50.265045,22.025007,34.232376,100.482166,96.012668
50.317593,50.317593,22.048035,34.40288,102.280458,96.628216
50.370144,50.370144,22.07106,34.499123,100.784444,96.25114
50.422695,50.422695,22.094088,32.197041,102.483658,97.294828
