xc,xoop,xip,ip,oop,complete
15.844131,15.844131,6.9425402,65.901465,60.874259,59.575718
15.896681,15.896681,6.9655671,64.66317,61.6438315,63.0454395
15.949232,15.949232,6.9885936,64.144715,59.639769,67.9436145
16.001783,16.001783,7.01162,65.61192,58.6909015,72.7530745
16.054335,16.054335,7.034647,66.58752,59.3757515,72.849696
16.106886,16.106886,7.0576735,67.2331750000001,59.426954,74.690054
16.159437,16.159437,7.0807004,65.620025,58.269808,72.1066275
16.211987,16.211987,7.1037269,65.1231,63.200344,74.4619275
16.264538,16.264538,7.1267538,66.5879600000001,59.968912,80.529362
16.317089,16.317089,7.1497803,65.176055,55.7489265,75.7567625
16.36964,16.36964,7.1728067,63.87996,62.3398605,68.123823
16.422192,16.422192,7.1958337,60.93021,100.315103,67.1240835
16.474743,16.474743,7.2188601,62.620195,72.6931885,59.7490525
16.527294,16.527294,7.2418871,64.628435,63.2950855,56.336766
16.579844,16.579844,7.2649136,64.16518,56.021081,55.1397305
16.632395,16.632395,7.2879405,64.2893900000001,52.4757325,54.3740845
16.684946,16.684946,7.310967,65.555735,51.6279535,51.944684
16.737497,16.737497,7.3339934,64.712185,52.474266,49.831739
16.790049,16.790049,7.3570204,63.24213,53.5701165,49.0584815
16.8426,16.8426,7.3800468,63.8093650000001,53.6961295,47.8884045
16.895151,16.895151,7.4030738,64.3333000000001,54.951518,47.942785
16.947702,16.947702,7.4261003,63.20309,55.036453,48.45525
17.000252,17.000252,7.4491267,61.974315,54.5037665,48.7480865
17.052803,17.052803,7.4721537,63.6274,55.16149,48.7277245
17.105354,17.105354,7.4951801,62.812785,54.507102,49.4008535
17.157906,17.157906,7.5182071,63.14714,54.8352785,49.5927115
17.210457,17.210457,7.5412335,62.70906,54.139673,49.3666185
17.263008,17.263008,7.5642605,63.1684650000001,53.4967255,50.1019495
17.315559,17.315559,7.5872869,61.305525,54.219492,51.009034
17.368109,17.368109,7.6103134,60.17844,56.1594215,51.4696955
17.42066,17.42066,7.6333404,60.78972,61.4437755,52.805675
17.473211,17.473211,7.6563668,62.969,56.278737,56.164065
17.525763,17.525763,7.6793938,63.6397,60.6469185,66.6619625
17.578314,17.578314,7.7024202,63.093755,57.519326,73.116752
17.630865,17.630865,7.7254472,62.3037350000001,57.5180025,82.4341915
17.683416,17.683416,7.7484736,60.3253500000001,55.346848,83.828372
17.735968,17.735968,7.7715001,60.241035,53.263955,90.5763715
17.788517,17.788517,7.7945271,61.08824,55.94412,86.7402985
17.841068,17.841068,7.8175535,60.439775,65.14499,86.8651635
17.89362,17.89362,7.8405805,61.14782,63.063875,93.4875795
17.946171,17.946171,7.8636069,60.771325,61.312379,97.1498125
17.998722,17.998722,7.8866334,60.36687,59.3043695,91.5967275
18.051273,18.051273,7.9096603,59.933645,66.90656,84.401848
18.103825,18.103825,7.9326868,58.022515,64.1639605,76.988522
18.156374,18.156374,7.9557137,56.760835,54.17197,72.1873935
18.208925,18.208925,7.9787402,56.74916,54.500766,68.0154135
18.261477,18.261477,8.0017672,55.423285,55.4469105,61.7902405
18.314028,18.314028,8.0247936,55.48772,56.939238,60.517498
18.366579,18.366579,8.0478201,55.94213,62.159839,58.416776
18.41913,18.41913,8.0708466,58.55946,63.648392,55.6961335
18.471682,18.471682,8.093874,61.70783,60.471258,53.367324
18.524231,18.524231,8.1169004,61.153525,54.167279,51.8296385
18.576782,18.576782,8.1399269,59.44876,56.8073575,51.122252
18.629333,18.629333,8.1629534,57.558005,54.3792325,50.1649175
18.681885,18.681885,8.1859798,57.65515,53.1427005,50.268317
18.734436,18.734436,8.2090073,60.156515,50.3974335,49.402194
18.786987,18.786987,8.2320337,59.166035,51.985892,49.0239645
18.839539,18.839539,8.2550602,59.2018700000001,51.053715,48.6468695
18.89209,18.89209,8.2780867,58.967825,51.4738325,48.621165
18.944639,18.944639,8.3011141,59.45602,52.367458,48.275628
18.99719,18.99719,8.3241405,63.521385,51.5378875,48.1021645
19.049742,19.049742,8.347167,68.737675,51.198255,47.920884
19.102293,19.102293,8.3701935,77.695615,55.072244,48.1387185
